,Name,Category,Content
682,Tên cướp quên lời mẹ dặn,Truyện cười công sở,"Một tên cướp trẻ măng xông vào nhà băng, chĩa súng vào nhân viên thu ngân, và chìa ra một mẩu giấy. Cô này đọc lướt qua rồi mỉm cười nói với hắn:
 - Một cân bột, hai lít sữa tươi, 10 quả trứng gà. Những thứ này chúng tôi không có, mời anh sang cửa hàng tạp phẩm phía đối diện.
 - Khi tên cướp quày quả bỏ đi, cô gái tốt bụng còn gọi với theo: Mẹ anh còn dặn là tiền để ở túi quần bên phải, và đừng có dùng súng bắn nước vào người đi đường."
683,Lợi ích của Vodka,Truyện cười tình yêu,"Một cảnh sát giao thông chặn chiếc xe chở 3 người và kiểm tra nồng độ cồn trong máu tài xế. Kết quả: Vượt mức cho phép.
- Máy thử này hỏng rồi – Gã tài xế gào lên – Vợ tôi chả uống tí rượu nào. Thử kiểm tra cô ấy xem.
Viên cảnh sát đồng ý, nhưng kết quả tương tự.
- Thấy chưa? Rõ ràng nó đã hỏng!
- Không, vợ anh chắc chắn cũng uống rượu. – Viên cảnh sát đáp lại.
- Vậy thì kiểm tra thằng con trai tôi đi. Chắc chắn là trẻ con không uống rượu.
Cặp vợ chồng đánh thức thằng bé dậy để anh chàng cảnh sát kiểm tra. Một lần nữa cái máy lại chỉ ra nồng độ cồn trong máu đứa bé vượt mức cho phép.
- Thấy chưa? Máy hỏng ! – Gã chồng đắc thắng.
Viên cảnh sát rối rít xin lỗi cặp vợ chồng và để cho họ đi. Gã chồng sướng quá quay sang bà vợ:
- Thế mà cứ toáng lên là đừng cho trẻ con uống Vodka. Đấy, cứ kêu là không có lợi gì đi!"
684,Đầu trọc rẽ ngôi..,Truyện cười ngắn,"Ông bố mù cho tiền đứa con trai đi cắt tóc. Đứa con vốn tính ham chơi nên tiêu hết tiền.
Về đến nhà bố hỏi:
- Mày cắt tóc đâu cho bố xem nào?
Đứa con không biết làm sao đưa đại cái mông ra cho bố sờ.
- Ừ! Mùa hè cạo trọc cho mát nhưng sao vẫn rẽ ngôi giữa thế này?"
685,An toàn lao động,Truyện cười vova," 
Trong giờ học môn lao động, thầy giáo giảng cho học sinh về kỹ thuật an toàn trong lao động. Thầy giáo dẫn ví dụ:

- Có cậu bé đang đi ngoài phố, bỗng có viên gạch rơi xuống đầu, và cậu ta chết ngay tại chỗ! Còn cô bé đội mũ bảo hiểm, cũng bịviên gịch rơi xuống đầu, nhưng cô bé chỉ mỉm cười và đi tiếp!

Giọng Vova:

- Vâng em biết cô ta! Cô ấy đến bây giờ vẫn đội mũ bảo hiểm và vừa đi vừa mỉm cười!"
686,Bông hồng có chân.,Truyện cười vova," 
Bé Vova đi học lớp 1. hôm nay cô giáo dạy vẽ và kêu mỗi bé hãy tự vẽ một bông

hồng theo cách suy nghĩ và trí tưởng tượng của mình. Và Vova nắn nót vẽ để nộp

bài cho cô giáo như các bạn.



Cô gíao say sưa chấm bài, hết bài này đến bài khá, bỗng nhiên cô dừng lại và ánh

mắt tỏ vẻ ko hài lòng. Cô kêu tên Vova lên và cô hỏi:” Cô thật bất ngờ trước bức

tranh bông hồng của con. Hãy nói cho cô biết đã bao giờ cô dạy con vẽ bông

hồng có chân ko?”
Vova ngây thơ mắt ngấn lệ : thưa cô vì tối qua con nghe ba con nói với mẹ con

rằng “bông hồng bé nhỏ của anh ơi, em hãy…….. dang hai chân ra đi!”"
687,Không nghe lời,Truyện cười gia đình,"Bố chất vấn con trai:
 - Bố nghe mẹ nói, con chẳng chịu nghe lời mẹ phải không?
 - Dạ, con con…
 - Thôi, đừng quanh co nữa, hãy nói cho bố biết, làm thế nào mà con lại… làm được như thế."
688,Tiền không đem lại hạnh phúc nhưng...,Truyện cười khác,"Một tỷ phú tâm sự với bạn:
- Tất nhiên, tiền bạc không đem lại hạnh phúc, nhưng ít ra nó cũng giúp mình đến được sa mạc Sahara hay đảo Honolulu cùng vài cô gái đẹp để thử xem hạnh phúc có ở đó hay không."
689,Diêm Vương thèm ăn thịt,Truyện cười dân gian,"Trên dương thế, có một con lợn bị đem ra giết thịt. Hồn nó về kêu với Diêm Vương. Diêm Vương hỏi:
 - Nỗi oan nhà ngươi như thế nào? Hãy nói rõ đầu đuôi nghe!
 - Dạ! Họ bắt tôi làm thịt!
 - Được rồi, hãy khai rõ rang. Họ làm thịt như thế nào?
 - Dạ, trước hết họ trói tôi lại, đè ra chọc tiết. Xong họ đỗ nước sôi lên mình tôi, cạo lông.
 - Rồi sao nữa!
 - Cạo sạch rồi họ mổ ra, thịt tôi xé thành từng mảng, chặt nhỏ bỏ vào rổ. Thế rồi…họ bắc chảo đổ mỡ vào, phi hành cho thơm, them mắm thêm muối, xào lên,…
 - Thôi ! Thôi… đừng nói nữa mà tao thèm!"
690,Tây Du Ký Chế:Hồi 5 Thi tài.,Tây du ký chế,"Hổ lực đại tiên nói:
- Chúng tôi một tiếng trống kéo mây, hai tiếng trống gió nổi, ba tiếng sấm sét, bốn tiếng mưa rơi.
 - Xời,chẳng model tí nào. – Tôn Ngộ Không cười.
 - Im miệng để ta làm đã.
 Nhưng kỳ lạ thay, bọn họ làm thế nào cũng chẳng có bất cứ hiệu ứng gì, thậm chí một gợn mây cũng không có.
 Trư  Bát Giới hỏi:
 - Sao thế sư huynh?
 - Ta đã chôm hết dụng cụ của bọn làm mưa rồi, hê hê, có làm phép đến sáng mai cũng chẳng xi nhê gì đâu.
 - Đại sư huynh cáo thật.
 Hồi lâu, Tôn Ngộ Không nói:
 - Đến lượt ta rồi phải không?
 Bốn thầy trò lên điện.
 Tôn Ngộ Không lấy từ trong bọc ra một cái kèn, một cây đàn  ghi ta điện, một bộ trống, một bộ micro nói:
 - Chúng tôi làm mưa đây.
 Hổ Lực đại tiên nói:
 - Mi định biểu diễn tạp kĩ ở đây chắc?
- Biết thì thưa thốt, không biết dựa cột mà nghe nhé – Tôn Ngộ Không cười khẩy – cây kèn này sẽ thổi gió, ghi ta điện sẽ kéo mây, trống sẽ đánh sấm sét, còn micro sẽ tạo mưa.
Cả bọn cười hô hố, Tôn Ngộ Không mặc kệ phân công:
 - Sư phụ chơi bộ trống, Bát Giới, mi thổi kèn, Sa Tăng, gẩy ghita điện cho ta.
 Tôn Ngộ Không bước ra nói vào micro:
 - Hét loạn xạ ngậu lên thì chẳng có ý nghĩa gì cả, ban nhạc 4 thầy trò của chúng tôi xin trình bày tác phẩm Ni Ai Wo Xiang Shui, bà con cô bác thể thưởng thức trong lúc chờ trời mưa.
 wo shen me dou mei you
 zhi shi you yi dian chao
 ru guo ni gan dao ji mo
 wo dai gei ni re nao
 wei ni rao yi rao
 mei you shen me da bu liao
 que ke yi rang ni wei xiao
qi shi wo hen fan nao
 zhi shi ni kan bu dao
 ru guo wo ye bu kai xin
 pa ni zhuan shen jiu tao
 ai shang yi ge ren
 yi ding yao rang ta xiang xin
 zhe shi jie duo mo mei hao
dui mei ge ren 
 dou shuo hai hao
 wo de xin wo de qing ni bu xu yao ming liao
 zhi yao wo dui ni hao zhe yang de wen rou ni yao bu yao
 qi shi ni ai wo xiang 
 sheiban yan shen me jiao se wo dou hui
 kuai bu kuai le wo wu suo 
 weiwei le ni kai xin wo wang ji le lei bu lei
 qi shi ni ai wo xiang 
 sheiren he de biao qing wo dou neng gei
 WOO zai ni shen shang xue hui liu 
 yan leiqi shi wo hen fan nao
zhi shi ni kan bu dao
 ru guo wo ye bu 
 kai xinpa ni zhuan shen jiu tao
 ai shang yi ge ren
 yi ding yao rang ta 
 xiang xinzhe shi jie duo mo mei hao
dui mei ge ren dou shuo hai 
 haowo de xin wo de qing ni bu xu yao ming liao
 zhi yao wo dui ni hao zhe 
 yang de wen rou ni yao bu yao
 qi shi ni ai wo xiang shei
 ban yan shen me 
 jiao se wo dou hui
 kuai bu kuai le wo wu suo wei
 wei le ni kai xin wo wang 
 ji le lei bu lei
 qi shi ni ai wo xiang shei
 ren he de biao qing wo dou 
 neng geiWOO zai ni shen shang xue hui liu yan lei 
 Anh chẳng có điều gì 
 cả Chỉ có một chút nghịch ngợm ngợm
 Nếu như em cảm thấy cô đơn
 Anh sẽ mang đến cho em sự nồng nhiệt
 Quanh quẩn bên em
 Chẳng có điều gì to tát cả cả
Chỉ cần nhìn thấy em mỉm cười nhiều hơn
 Thực ra lòng anh rất buồn
 Chỉ có điều em không nhìn thấy
 Nếu như anh cũng thấy không vui
 Chỉ sợ em quay lưng bỏ đi mất
 Yêu một người
Nhất định phải để người đó tin rằng
 Thế giới này rất đẹp
 ĐỐi với mọi người đếu nói rằng khá tốt
 Em chẳng cần hiểu lòng anh,hiểu tình cảm của anh
 Chỉ cần anh đối xử tốt với em
Sự dịu dàng đó em có cảm nhận hay không
 Thực ra em yêu anh giống ai?
 Vai diễn nào anh cũng có thể diễn được
 Vui vẻ hay không đối với anh không quan trọng
 Chỉ cần em cảm thấy vui lòng anh có thể quen đi hết mệt mỏi
 Thực ra em yêu anh giống ai
 Em muốn anh biểu lộ thế nào cũng được
 woo Anh đọc được từ con người em cách rơi lệ.
 Tôn Ngộ Không vừa hát xong, mọi người ở đó đều vỗ tay nồng nhiệt, trời cũng bắt đầu mưa to, nhưng bọn họ vẫn rào thét nhiệt tình:
 - Tôn Ngộ Không i love you.
 - Tôn Ngộ Không cho em xin chữ kí.
 - Tôn Ngộ Không muôn năm.
 Đã có mấy fan nữ quá khích cầm lấy hoa vượt qua vệ sĩ chạy lên sân khấu, hôn chùn chụt lên má Tôn Ngộ Không khiến ngài la oái oái.
 Bọn Hổ Lực Đại Tiên tức ra mặt, bèn nói:
 - Ta thách đấu tiếp.
 - Ok chơi thì chơi – Tôn Ngộ Không cười.
 Các fan vỗ tay rào rào.
 Nhà vua nói:
 - Cố lên đạo sĩ.
 Vừa lúc đó, hoàng hậu nhéo tai ngài:
 - Phải cổ vũ cho Ngộ Không chứ.
 - Ơ … ơ… buông tai trẫm ra, ừ thì Ngộ Không cố lên, hic đau quá hoàng hậu ơi.
 - Thi gì đây? Tôn Ngộ Không hỏi
 - Thi ăn.
 - Để cho đệ – Trư Bát Giới nghe thi ăn chạy vụt ra.
 Lúc đó, Hổ Lực Đại Tiên cầm bánh xe ô tô ăn ngon lành.
 - Mi thi nữa không ? – Tôn Ngộ Không hỏi Bát Giới./
 - Tất nhiên là không, đệ làm sao sánh với huynh – Trư Bát Giới cười hi hì.
 Tôn Ngộ Không cười nhạt rồi gặm luôn cả nóc chiếc xe ấy.
 Hổ Lực Đại Tiên cả kinh, vội vàng nhai luôn chiếc cột, nhưng lúc y quay 
 sang thì đã thấy Tôn Ngộ Không đang nướng con sư tử đá rồi chén ngon lành.
 Hổ lực đại tiên kêu lên:
 - Tức nổ mắt nè trời ơi.
 Tôn Ngộ Không cười:
 - Nổ mắt hả, thế thì thi ăn mắt luôn.
 Nói rồi tự gõ một cái vào gáy, nhai luôn con mắt vừa rơi ra.
 Hổ Lực Đại tiên tức khí, gõ mạnh một cái vào gáy thì lăn đùng ra, biến thành một con hổ to tướng.
 Tôn Ngộ Không cười ha hả:
 - Thế là có cao hổ cốt nguyên chất đem bán rồi.
 Trư Bát Giới, Sa Tăng cũng nhân cơ hội đó, túm luôn lấy hai tên còn lại bắt chúng phải hiện nguyên hình."
691,Càng được kính nể,Truyện cười học sinh,"- Giáo sư: Anh hãy cho biết nếu Sếchxpia còn sống đến nay thì liệu ông có được kính nể như trong thế kỉ XII không?
 - Sinh viên: Thưa thầy, theo em Sếchxpia vẫn được kính nể hơn, vì nếu ông sống đến nay thì ông đã hơn 400 tuổi. Chắc chắn sẽ được ghi vào danh sách Guinness vì tuổi thọ cao nhất ạ!"
692,Đi Đâu??,Truyện tiếu lâm,"Má ơi! Các ông mục sư khi chết lên thiên đàng phải không?
Ừ! Phải đấy con.
Vậy con sư tử khi chết thì sao?
Nó là giống ăn thịt người, phải xuống địa ngục đền tội.
Vậy thì con sư tử ăn thịt ông mục sư khi chết nó đi đâu?
? ? ?"
693,Vợ cằn nhằn..,Truyện tiếu lâm,"Từ hồi lấy nhau tới bây giờ, tôi làm cái gì ông cũng cản, nào là:
 “Đừng mua đồ…”, “Đừng ăn diện…”, nào là “Đừng ngồi lê đôi mách với mấy người hàng xóm…”, tôi chán mấy chữ “Đừng” đó lắm rồi.
 Sao chẳng bao giờ ông nói: “Ừ, mua đi em”, “Ừ làm đi em…” Chắc tôi phải dọn về nhà ba mẹ tôi ở quá!
 Chồng: Ừ, đi đi em!"
694,Tưởng đã chết,Truyện cười thế giới,"Huấn luyện viên an ủi người học trò bại trận của mình:
- Dù sao thì ở hiệp 3 cậu cũng làm cho đối phương sợ hết hồn.
- ???
- Vì anh ta tưởng đã đấm chết cậu."
695,Đỡ hơn nhiều..,Truyện cười ngắn," 
Thầy bói xem chỉ tay một người đàn ông.
- Nửa đầu cuộc đời, ông khổ sở vì thiếu tiền, sau đó… sẽ đỡ hơn nhiều.
- Vì tôi sẽ kiếm ra tiền ư?
- Không, vì ông sẽ quen thôi mà."
696,Dụng cụ y tế,Truyện cười học sinh,"Cô giáo dặn học sinh:
 - Ngày mai các em đem tới lớp một đồ dùng có liên quan đến bảo vệ sức khoẻ.
 - Hôm sau, nhất loạt các học sinh đều mang mỗi người một đồ vật.
 - Tuấn, em đem gì tới?
 - Thưa cô, em mang băng gạc dùng để băng vết thương ạ.
 - Tốt lắm. Thế còn Tèo, em mang gì nào?
 - Thưa cô, lọ ê-te dùng để rửa sạch vết thương ạ.
 - Tý, em mang cái gì kia?
 - Dạ, bình ôxy ạ?
 - Em lấy ở đâu ra vậy?
 - Dạ, của bà em.
 - Thế bà nói gì khi em mang bình đi?
 - Dạ, bà chỉ thở dài và phều phào nói: “Không được mang đi”."
697,Trả giá với Chúa,Truyện cười tôn giáo,"Trong vườn hoa nhà thờ, linh mục đang đi dạo với một thương gia. Một giáo đồ trẻ đi phía sau. Câu chuyện giữa linh mục và vị thương gia có vẻ rất hấp dẫn, nhà buôn trả giá:
- 5 vạn đôla!
- Không được!
- 10 vạn đôla!
- (Im lặng)
- Thôi được, 50 vạn vậy nhé!
Linh mục vẫn không chấp thuận, vị khách lắc đầu rút lui. Giáo đồ trẻ vội bước đến trước mặt vị linh mục nói:
- Thưa cha, 50 vạn đôla là một con số không nhỏ đâu! Sao cha lại từ chối?
- Nhưng con có biết yêu cầu là gì không? Ông ấy đề nghị ta mỗi lần giảng đạo xong không nói ""Amen"", mà nói ""Cocacola""."
698,Vova làm việc tốt.,Truyện cười vova,"Vova chạy về nhà khoe với mẹ.
- Hôm nay con đã làm được 1 việc tốt.
 - Việc gì thế con?
 - Con đã đưa 1 bà cụ già qua đường.
 - oh thật là 1 việc tốt, này mai con hãy phát huy nhé.
 Ngày hôm sau
 
 - Hôm nay con và các bạn cùng lớp đã làm được 35 việc tôt
 - Việc gì mà nhiều thế con???!
 - Con và các bạn đã đưa 1 bà cụ già qua đường.
 - Hôm nay sao con gặp nhiều cụ già thế?
 - Không vẫn 1 bà cụ hôm qua thôi, hôm nay con và các bạn phải vất vả lắm mới đưa được bà cụ qua đường 35 lần đấy. Bà cụ ấy già rồi mà quẫy khoẻ lắm.
-Mẹ ?!!!"
699,Thích chim bồ câu non,Truyện cười gia đình,"Hai cậu bé nói chuyện với nhau: ""Chuyến thăm sở thú hôm qua có vui không?"".
- Thật tuyệt, tớ khoái nhất chú khỉ đột châu Phi, còn ba tớ thì chọn một con chim bồ câu non.
- Làm gì có trưng bày chim bồ câu trong ấy? Chim câu thuộc loài gia cầm quen thuộc cơ mà!
- Đúng rồi! Nhưng ba tớ gọi cái cô bán vé ở cửa ra vào bằng cái tên dễ thương đó.
- !!!!!"
700,Thi vấn đáp,Truyện cười học sinh,"
Một sinh viên phải trả thi trong hội đồng. Giáo sư hỏi:
 - Các-mác mất năm nào?
 - Các-mác đã mất! Một phút mặc niệm để tưởng nhớ đến Người!
 Cả hội đồng đứng dậy tưởng niệm một phút. Giáo sư hỏi tiếp:
 - Lê-nin mất năm nào?
 - Lê-nin mất, nhưng sự nghiệp của Người vẫn còn sống mãi. Ðể tưởng nhớ người lãnh đạo vĩ đại của giai cấp Cộng sản, 5 phút mặc niệm bắt đầu.
 Cả hội đồng đứng dậy, mặc niệm. Giáo sư thì thầm với hội đồng:
 - Thôi cho nó 3 (*) điểm đi, không nó bảo chúng ta hát ""Quốc tế ca"" thì chẳng có ai ở đây thuộc lời đâu!"
701,Kịch bản bóng đá,Truyện cười thể thao,"Bố là dân điện ảnh đưa con trai nhỏ đi xem bóng đá. Người cha vui vẻ giảng giải cho con:
 - Trong bóng đá, con có thể coi khán giả là người xem phim, huấn luyện viên là đạo diễn, còn các cầu thủ là diễn viên.
 - Thế ai là người viết kịch bản hả bố?
 - Ừm... là giới cá cược con ạ!"
702,Quan hệ với chủ hộ…,Truyện cười 18+,"Vợ chồng nhà nọ vừa cưới xong thì bố mẹ cho ra ở riêng. Khi đi làm sổ hộ khẩu CA phát cho tờ giấy bắt khai. Vì mới học hết lớp 3 nên hai đứa khai như sau:
Họ và tên : Lich tà pòi
ngày ,thang,năm sinh: 1.7.1987
 
 nơi sinh: các chú biết rồi ghi bẩn giấy nhà nước
quan hệ với chủ hộ: ngày 4 lần (còn trẻ, mới cưới)"
703,Ai giỏi hơn,Truyện cười gia đình,"Vợ tôi là diễn viên xiếc, cô ấy diễn được cả trò phun lửa.
Ăn thua gì, vợ tôi chẳng cần diễn viên còn “hét ra lửa” kìa!"
704,Thế thì khác đéo gì ?,Truyện cười vova,"Hôm nay, Vô va đi học về, mặt buồn thiu.
Bố hỏi: vô va, sao buổn thế
 Vova: con bi điểm 0 môn toán
 - sao lại bị điểm 0
 - cô giáo hỏi con, 2+2 bằng mấy, con trả lời là bằng 4
 - thế thì đúng rồi còn gì nữa
 -cô giáo lại hỏi con 2×2 bằng mấy
 - thế thì khác đéo gì?
 - đấy, con cũng trả lời thế và cô giáo cho con 0 điểm"
705,Đi thẩm mỹ viện,Truyện cười tình yêu,"Lão chồng làm tớ tức điên cả người! Tớ hỏi xin 500 USD để đi thẩm mỹ viện...
 - Sao? Cái lão keo kiệt ấy không cho cậu à?
 - Không! Lão nhìn tớ một hồi từ đầu đến chân rồi đưa hẳn 1.000 USD."
706,Đĩa đậu phộng,Truyện cười vova,"Boris rủ bạn Vova đến thăm bà ngoại. Bà nhờ Boris sửa vòi nước trong bếp. Vova ngồi ngoài phòng khách chờ, tranh thủ nhấm nháp hết đĩa đậu phộng để trên bàn. Khi cùng bạn ra về, Vova cảm ơn bà và phân bua:
- Cháu cảm ơn bà về đĩa đậu phộng. Cháu đã lỡ ăn hết không chừa lại một hạt nào cho bà.
- Không sao, lúc trước nó còn là đĩa chocolate cơ đấy! Vì không có răng, nên bà đã mút hết lớp vỏ chocolate bao quanh hạt đậu phộng rồi.
-Vova ủa ?!!!"
707,Thiếu chất,Truyện cười khác,"Hai người bạn tốt lâu ngày mới gặp nhau, một người nói:

- Tôi trông ông có vẻ ốm yếu, hình như ông thiếu canxi thì phải. Ông nên đi khám bệnh thử xem.

- Không, tôi có bệnh gì đâu. Sao ông lại bảo tôi thiếu canxi???

- Lạ thật, vậy tại sao vợ ông ngoại tình đã lâu mà vẫn chưa thấy ông mọc sừng?

- ???"
708,Vượt Qua Thử Thách,Truyện cười tình yêu,"Tôi rất hạnh phúc. Tôi có bạn gái đã hơn 2 năm nay, và chúng tôi quyết định đi đến hôn nhân. Bố mẹ và bạn bè đều ủng hộ chúng tôi, còn bạn gái tôi? Cô ấy là một giấc mơ.
 Chỉ có một điều duy nhất khiến tôi lấn cấn, đó là cô em vợ xinh đẹp. Cô gái này là một phụ nữ của công việc, thông minh nhanh nhẹn, và đặc biệt là trông rất đẹp và dễ thương. Thỉnh thoảng cô ấy vẫn thường bỡn cợt một cách đầy ẩn ý với tôi, điều đó khiến tôi rất lúng túng.
 Đến một hôm, cô em vợ gọi tôi qua, nói là để sửa giúp cái computer. Cô ta ở nhà một mình khi tôi tới nơi, và nói thầm với tôi rằng cô đã yêu trộm nhớ thầm tôi từ lần gặp đầu tiên, và mong rằng trước khi tôi kết hôn và gắn bó cuộc đời mình với chị gái cô ấy, hãy để cho cô tận hưởng tình yêu với tôi một lần...
 Tôi sốc và chẳng biết nói gì nữa. Cô ta lại nói thầm rằng tôi phải quyết định nhanh lên. ""Em sẽ đợi ở phòng ngủ trên gác nhé"". Tôi chỉ còn biết ngắm nhìn cặp mông khêu gợi của cô ấy khi bước lên cầu thang.
 Tôi đứng đó một lúc, chần chừ, sau đó quyết định quay ra cửa chính...
 Tôi mở cửa và bước khỏi nhà...
 Bố mẹ vợ tương lai của tôi đang đứng chờ ở trước cửa, với những giọt nước mắt sung sướng, hai ông bà ôm chầm lấy tôi và nói rằng họ rất hạnh phúc khi thấy tôi trải qua cuộc thử nghiệm, và rằng tôi là người đàn ông chân chính xứng đáng với con gái của họ...
 .
 .
 .
 .
 .
 
 Bài học rút ra ở đây là: Luôn để bao cao su ở ngoài xe, điều đó giúp bạn tránh khỏi những phiền toái không cần thiết!"
709,Béo vì phồng mang trợn mắt nhiều,Truyện cười gia đình,"Cậu con trai đi trại du lịch về, bà mẹ vui mừng nói:
- Má con phính hẳn ra đấy. Chắc ở đó họ cho ăn uống tốt lắm.
- Không phải tại ăn uống đâu mẹ ạ!
- Thế thì tại sao?
- Vì tối nào trước khi đi ngủ con cũng phải thổi đệm cao su đấy!"
710,Làm sao biết được,Truyện cười tình yêu,"- TĐ hỏi thăm TVH mới bị mất ví: Cậu bị mất bao nhiêu tiền?

- TVH: Ko biết được. Đến bây giờ vẫn chưa tìm thấy thì làm sao tớ biết mất bao nhiêu.

- TĐ: ???"
711,Vỗ tay,Truyện tiếu lâm,"Tác giả kịch bản khoe với bạn:
- Cậu biết không, khi màn hạ xuống, tất cả khán giả vỗ tay vang dội nhé.
- Thế trên tấm màn vẽ gì?
- HẾT PHIM"
712,Trả ơn con lợn..,Truyện cười dân gian," 
Có hai anh kết nghĩa đèn sách. Một anh gặp may thi đỗ, ra làm quan, liền trở mặt. Bạn đến thăm nhiều lần, lần nào cũng cho lính ra bảo, khi thì ngài giấc, ngài ngơi, khi thì ngài bận việc công không tiếp. Năm bảy phen như thế, anh này giận lắm.



Một hôm, anh ta mua một con lợn, quay vàng, để lên mâm bưng tới. Lính lê vào bẩm, một lát trở ra, niềm nở mời vào.
Vào đến nơi, quan chào hỏi vồn vã rồi sai lính lệ mang trầu ra mời. Anh ta cầm lấy miếng trầu, đút vào miệng con lợn, vái nó mấy vái mà rằng.
- Tao giả ơn mày! Nhờ mày tao mới lại lọt vào đến cửa quan để nhìn lại mặt bạn cũ!"
713,Quần sịp,Truyện cười vova,"Cô giáo hỏi Vova:
- Tại sao hôm qua em không đi học?
 Vova giải thích:
 - Hôm qua mẹ em giặt mất cái quần sịp của em, mà em thì chỉ có mỗi một cái đó.
 Cô giáo:
 - Được rồi.
 Ngày hôm sau cũng không thấy Vova đến trường. Cô giáo hỏi:
 - Mẹ em lại giặt mất quần sịp của em à?
 Vova:
 - Thưa cô không phải, việc gì phải giặt nó hàng ngày. Trên đường em tới trường, đi ngang qua nhà cô ……. và em thấy quần … của cô treo trên ban công, thế là em nghĩ: tới trường làm gì khi mà cô không có ở đó."
714,Điều tra,Truyện cười nhà binh,"Trung uý tập hợp đơn vị lại và hỏi:
- Trước khi nhập ngũ, trong số các anh, ai từng uống rượu?
- Tất cả im lặng. Rụt rè mãi, cuối cùng binh nhì Brarin mới bước ra khỏi hàng.
- Tốt lắm! Anh đi uống rượu với tôi đi. Còn tất cả đi nhổ cỏ."
715,Tiếng “chít chít” tế nhị,Truyện cười giao thông,"Trên chuyến xe lam, một anh chàng ngồi cạnh cô gái. Bỗng anh chàng đau bụng muốn “đánh rắm”. Sợ quê, anh cắn răng nín.
 
 "
716,Đều,Truyện cười dân gian,"- Quỷnh: Giờ kiểm tra mà bà copy như vậy ko sợ lé mắt sao ?
 - Mắm: Không sợ!
 - Quỷnh: Tại sao?
 - Mắm: Thì tôi copy thằng Tròn ngồi bên phải, rồi lại liếc sang copy thằng Béo ngồi bên trái. Đều nhau như vậy lé sao được?
 - Quỷnh: Bó tay!"
717,Ai lấy được vợ đẹp,Truyện cười gia đình,"- Các cụ ngày xưa có câu nói “khỉ leo cành khế”, đúng thật, thường mấy thằng ngu dốt lại lấy được vợ đẹp.
- Tôi nghĩ là vợ anh cũng là một người đẹp đấy."
718,Đổi xe,Truyện cười khác,"- Tí: Mẹ cậu mới đổi xe gì cho cậu vậy?
 - Tèo: Xe ""quay""
 - Tí: Vậy thì sướng rồi!
 - Tèo (mếu): Làm sao sướng được khi hai chân cứ phải ""quay đều, quay đều"""
719,Gọi cứu hỏa..,Truyện tiếu lâm," 
Một người đàn ông trẻ tuổi tìm cách vào phòng tôi theo lối cửa sổ
Bà ế chồng hét vào điện thoại.
Rất tiếc, thưa bà



Câu trả lời đáp lại
Đây là đội cứu hỏa. Bà phải gọi đến đồn cảnh sát mới đúng.
Ồ, không đâu.
Bà cố cãi
Tôi cần gọi đội cứu hỏa.
Người đàn ông đó cần chiếc thang dài hơn để có thể vào được."
720,Dặn dò,Truyện cười công sở,"Một giám đốc dặn cô thư ký:
 - Nếu có cô gái nào tên Pi Pi gọi điện đến, hãy nhắn lại rằng tôi đến hiệu đồ da để trả tiền chiếc áo da cho cô ta nhé!
 - Nếu chủ tiệm áo da gọi điện đến, bảo họ rằng tôi đi ngân hàng lĩnh tiền!
 - Nếu ngân hàng gọi điện đến, bảo họ rằng tôi và kế toán đi làm thủ tục phiếu chi nhé!
 - Nếu bên kế toán gọi điện, cô nói rằng tôi đến văn phòng chủ trì một cuộc họp quan trọng nhé!
 - Nếu bên văn phòng giám đốc gọi điện đến, cô nói rằng vợ tôi có việc gấp tìm tôi, tôi không thể không đi gặp vợ được.
 - Nếu vợ tôi gọi điện đến, xin nhắn với bà ấy rằng tôi vừa đi. Xin Thượng đế che chở cho bà ta!
 - Nếu Thượng đế gọi điện đến, xin nói với ngài rằng tôi sẽ đi ngay!"
721,Biển chết,Truyện cười công sở,"Một hướng dẫn viên du lịch đi đến đâu khi giới thiệu với khách anh ta cũng không quên kể về bố của mình.
 - Thưa quý ông, quý bà, đây là cung văn hóa do bố tôi là kiến trúc sư thiết kế... Đây là toà nhà quốc hội, cũng là công trình của bố tôi...
 - Khi đến biển chết, hướng dẫn viên nói tiếp: Thưa quý ông, quý bà, chúng ta đã tới biển chết, biển này...
 - Một du khách ngắt lời: Chúng tôi biết rồi! Biển này là do bố anh đánh chết chứ gì?"
722,Thu tài liệu…,Truyện cười 18+,"Trong lớp 12A3 có cả trai lẫn gái, hôm nay thầy giáo sinh vật cho môt bài kiểm tra nhanh. Thầy ra đầu bài là: các em hãy mô tả bộ phận sinh dục nam, trong vòng 5 phút.
Đám con trai mừng rơn: cái này là trúng tủ rồi !!! Mọi người cắm cúi làm bài, riêng Tèo tự nhiên quên phéng, nó mới thò 
tay xuống quần kéo phẹc mơ tua ra để xem, bỗng có tiếng thầy giáo: Tèo, cất tài liệu đi lần sau còn thế thày sẽ thu đó !!! 5 phút trôi qua, thầy giáo lại lên tiếng:
- Bây giờ là câu số 2: các em hãy mô tả bộ phận sinh dục nữ. Đám nữ sinh ồ lên mừng rơn, rồi hăm hở cúi xuống chép bài, riêng Thúy lại quên mất tiêu, nó mới len lén kéo quần ra thì bỗng thầy giáo la :Thúy đem tài liệu lên nộp cho thầy =]] =]]"
